Date,USD
2003/9/17,1206.55
2003/10/17,1202.65
3/13/17,1204.2
3/14/17,1204.6
3/15/17,1198.8
3/16/17,1229.35
3/17/17,1229.6
3/20/17,1232.4
3/21/17,1241.6
3/22/17,1249.05
3/23/17,1247.5
3/24/17,1247.5
3/27/17,1257.55
3/28/17,1257.25
3/29/17,1251.1
3/30/17,1248.8
3/31/17,1244.85
2004/3/17,1247.25
2004/4/17,1257.65
2004/5/17,1245.8
2004/6/17,1252.5
2004/7/17,1266.45
2004/10/17,1250.05
2004/11/17,1252.9
2004/12/17,1274.3
4/13/17,1284.15
4/18/17,1278.95
4/19/17,1279.05
4/20/17,1282.1
4/21/17,1281.85
4/24/17,1269.4
4/25/17,1267.8
4/26/17,1261.85
4/27/17,1262.8
4/28/17,1266.45
2005/2/17,1255.45
2005/3/17,1250.3
2005/4/17,1228.45
2005/5/17,1228.05
2005/8/17,1229.8
2005/9/17,1220.4
2005/10/17,1222.95
2005/11/17,1223.15
2005/12/17,1231.25
5/15/17,1233.3
5/16/17,1234.2
5/17/17,1257.4
5/18/17,1255.9
5/19/17,1252
5/22/17,1258.85
5/23/17,1260.2
5/24/17,1252.55
5/25/17,1256.95
5/26/17,1265.05
5/30/17,1262.7
5/31/17,1266.2
2006/1/17,1264.85
2006/2/17,1274.95
2006/5/17,1279.95
2006/6/17,1293.5
2006/7/17,1291
2006/8/17,1273.1
2006/9/17,1266.55
2006/12/17,1266.4
6/13/17,1262
6/14/17,1275.5
6/15/17,1254.55
6/16/17,1255.4
6/19/17,1248.15
6/20/17,1242.2
6/21/17,1242.5
6/22/17,1250.8
6/23/17,1255.7
6/26/17,1245.25
6/27/17,1249.55
6/28/17,1248
6/29/17,1243.5
6/30/17,1242.25
2007/3/17,1229.25
2007/4/17,1223.75
2007/5/17,1220.3
2007/6/17,1224.9
2007/7/17,1215.65
2007/10/17,1211.9
2007/11/17,1211.05
2007/12/17,1218.8
7/13/17,1218.9
7/14/17,1230.3
7/17/17,1234.1
7/18/17,1240.75
7/19/17,1242.15
7/20/17,1238.7
7/21/17,1248.55
7/24/17,1255.55
7/25/17,1254.4
7/26/17,1248.1
7/27/17,1261.1
7/28/17,1264.9
7/31/17,1267.55
2008/1/17,1270.95
2008/2/17,1269.6
2008/3/17,1268.1
2008/4/17,1257.7
2008/7/17,1258
2008/8/17,1261.8
2008/9/17,1271.05
2008/10/17,1284.4
2008/11/17,1286.1
8/14/17,1282.3
8/15/17,1270.3
8/16/17,1272.75
8/17/17,1285.15
8/18/17,1295.8
8/21/17,1292.9
8/22/17,1284.2
8/23/17,1286.65
8/24/17,1289
8/25/17,1285.3
8/29/17,1318.65
8/30/17,1308.5
8/31/17,1311.75
2009/1/17,1320.4
2009/4/17,1333.1
2009/5/17,1335.55
2009/6/17,1337.85
2009/7/17,1343.5
2009/8/17,1346.25
2009/11/17,1334.2
2009/12/17,1326.5
9/13/17,1327.55
9/14/17,1324.55
9/15/17,1322.85
9/18/17,1312.1
9/19/17,1309.6
9/20/17,1311.3
9/21/17,1292.1
9/22/17,1294.8
9/25/17,1293.3
9/26/17,1300.05
9/27/17,1282.55
9/28/17,1283.35
9/29/17,1283.1
2010/2/17,1273.7
2010/3/17,1271.25
2010/4/17,1274.25
2010/5/17,1274.5
2010/6/17,1261.8
2010/9/17,1278.75
2010/10/17,1291.4
2010/11/17,1289.25
2010/12/17,1290.25
10/13/17,1299.6
10/16/17,1303.3
10/17/17,1284.75
10/18/17,1280.2
10/19/17,1286.4
10/20/17,1281.2
10/23/17,1274.9
10/24/17,1276.45
10/25/17,1275
10/26/17,1273.75
10/27/17,1266.45
10/30/17,1272
10/31/17,1270.15
2011/1/17,1277.05
2011/2/17,1279.2
2011/3/17,1267.2
2011/6/17,1270.9
2011/7/17,1275.6
2011/8/17,1284
2011/9/17,1284.8
2011/10/17,1284.3
11/13/17,1277.95
11/14/17,1274.6
11/15/17,1282.2
11/16/17,1280
11/17/17,1284.35
11/20/17,1286.2
11/21/17,1283.3
11/22/17,1286.95
11/23/17,1290.35
11/24/17,1290.5
11/27/17,1294.9
11/28/17,1291.85
11/29/17,1283.85
11/30/17,1280.2
2012/1/17,1275.5
2012/4/17,1273.45
2012/5/17,1266.3
2012/6/17,1263.7
2012/7/17,1255
2012/8/17,1250.65
2012/11/17,1247.15
2012/12/17,1240.9
12/13/17,1242.65
12/14/17,1251
12/15/17,1254.6
12/18/17,1260.6
12/19/17,1260.35
12/20/17,1264.55
12/21/17,1264.55
12/22/17,1270
12/27/17,1279.4
12/28/17,1291
12/29/17,1300
2001/2/18,1312.05
2001/3/18,1314.9
2001/4/18,1314.5
2001/5/18,1317.15
2001/8/18,1319.95
2001/9/18,1311
2001/10/18,1319.75
2001/11/18,1323.05
2001/12/18,1326.8
1/15/18,1339.25
1/16/18,1333.85
1/17/18,1335.65
1/18/18,1332.2
1/19/18,1334.95
1/22/18,1332.6
1/23/18,1333.4
1/24/18,1353.7
1/25/18,1354.95
1/26/18,1353.15
1/29/18,1343.85
1/30/18,1344.9
1/31/18,1345.05
2002/1/18,1341.35
2002/2/18,1331.15
2002/5/18,1333.6
2002/6/18,1331.4
2002/7/18,1324.65
2002/8/18,1315.45
2002/9/18,1314.1
2002/12/18,1322.3
2/13/18,1325.35
2/14/18,1336.25
2/15/18,1352.45
2/16/18,1352.1
2/19/18,1346.6
2/20/18,1339.85
2/21/18,1330.5
2/22/18,1328.35
2/23/18,1327.95
2/26/18,1333.5
2/27/18,1325.75
2/28/18,1317.85
2003/1/18,1307.75
2003/2/18,1322.3
2003/5/18,1320.4
2003/6/18,1331.4
2003/7/18,1329.4
2003/8/18,1321
2003/9/18,1320.6
2003/12/18,1319.15
3/13/18,1322.75
3/14/18,1323.55
3/15/18,1318.75
3/16/18,1310.1
3/19/18,1312.4
3/20/18,1311
3/21/18,1321.35
3/22/18,1329.15
3/23/18,1346.6
3/26/18,1352.4
3/27/18,1341.45
3/28/18,1332.45
3/29/18,1323.85
2004/3/18,1333.45
2004/4/18,1337.3
2004/5/18,1327.7
2004/6/18,1331.2
2004/9/18,1331.95
2004/10/18,1338.95
2004/11/18,1350.75
2004/12/18,1341.35
4/13/18,1343.7
4/16/18,1349.35
4/17/18,1342.1
4/18/18,1351.45
4/19/18,1348.6
4/20/18,1336.75
4/23/18,1324.3
4/24/18,1328.85
4/25/18,1321.65
4/26/18,1320.7
4/27/18,1321.5
4/30/18,1313.2
2005/1/18,1307.1
2005/2/18,1304.2
2005/3/18,1315.05
2005/4/18,1309.4
2005/8/18,1306.6
2005/9/18,1313.85
2005/10/18,1318.8
2005/11/18,1324.35
5/14/18,1319.85
5/15/18,1295
5/16/18,1291.25
5/17/18,1289.5
5/18/18,1288.3
5/21/18,1288.35
5/22/18,1293.05
5/23/18,1289
5/24/18,1304.85
5/25/18,1303.5
5/29/18,1295.5
5/30/18,1300.7
5/31/18,1305.35
2006/1/18,1294.6
2006/4/18,1295.45
2006/5/18,1292.05
2006/6/18,1300.1
2006/7/18,1297.25
2006/8/18,1298.25
2006/11/18,1299.6
2006/12/18,1298.65
6/13/18,1296.15
6/14/18,1302.75
6/15/18,1285.25
6/18/18,1281.55
6/19/18,1276.15
6/20/18,1274.2
6/21/18,1266.15
6/22/18,1269.15
6/25/18,1268.7
6/26/18,1260.3
6/27/18,1254.6
6/28/18,1251.55
6/29/18,1250.45
2007/2/18,1247.8
2007/3/18,1251.75
2007/4/18,1255.65
2007/5/18,1255.5
2007/6/18,1255.35
2007/9/18,1262.05
2007/10/18,1254
2007/11/18,1251.4
2007/12/18,1245.9
7/13/18,1241.7
7/16/18,1241.1
7/17/18,1232.8
7/18/18,1224.5
7/19/18,1217.55
7/20/18,1228.75
7/23/18,1224.95
7/24/18,1228.35
7/25/18,1231.5
7/26/18,1228.25
7/27/18,1223.95
7/30/18,1223.8
7/31/18,1220.95
2008/1/18,1219
2008/2/18,1215.45
2008/3/18,1216.3
2008/6/18,1209.65
2008/7/18,1212.35
2008/8/18,1209.55
2008/9/18,1214.35
2008/10/18,1214.4
8/13/18,1200.35
8/14/18,1197
8/15/18,1182
8/16/18,1180.4
8/17/18,1178.4
8/20/18,1184.35
8/21/18,1190.95
8/22/18,1196.65
8/23/18,1192.35
8/24/18,1197.7
8/28/18,1212.25
8/29/18,1204.2
8/30/18,1197.3
8/31/18,1202.45
2009/3/18,1200.05
2009/4/18,1190.85
2009/5/18,1196.7
2009/6/18,1205.15
2009/7/18,1198.9
2009/10/18,1196.6
2009/11/18,1189.85
2009/12/18,1195.6
9/13/18,1209.8
9/14/18,1201.95
9/17/18,1201.9
9/18/18,1200.2
9/19/18,1203.3
9/20/18,1208.35
9/21/18,1198.7
9/24/18,1202.75
9/25/18,1201.9
9/26/18,1194.25
9/27/18,1185.4
9/28/18,1187.25
2010/1/18,1189.35
2010/2/18,1204.7
2010/3/18,1201.2
2010/4/18,1203.45
2010/5/18,1203.8
2010/8/18,1186.95
2010/9/18,1185.55
2010/10/18,1188.6
2010/11/18,1205.55
2010/12/18,1219.75
10/15/18,1229.95
10/16/18,1230.7
10/17/18,1229.05
10/18/18,1223
10/19/18,1227.85
10/22/18,1222.3
10/23/18,1235.95
10/24/18,1230.55
10/25/18,1230.8
10/26/18,1233.85
10/29/18,1230.8
10/30/18,1225.4
10/31/18,1214.95
2011/1/18,1231.15
2011/2/18,1232.1
2011/5/18,1232.25
2011/6/18,1231.6
2011/7/18,1229.95
2011/8/18,1224.15
2011/9/18,1211.4
2011/12/18,1205.55
11/13/18,1202.1
11/14/18,1203.25
11/15/18,1211.85
11/16/18,1222.4
11/19/18,1221.6
11/20/18,1223
11/21/18,1226.1
11/22/18,1227.05
11/23/18,1223.65
11/26/18,1223.4
11/27/18,1221.2
11/28/18,1213.25
11/29/18,1226.25
11/30/18,1217.55
2012/3/18,1230.3
2012/4/18,1240.3
2012/5/18,1235.9
2012/6/18,1242.55
2012/7/18,1243.3
2012/10/18,1245.35
2012/11/18,1245.3
2012/12/18,1245.75
12/13/18,1242.75
12/14/18,1235.35
12/17/18,1241.65
12/18/18,1246.3
12/19/18,1255
12/20/18,1259.75
12/21/18,1258.15
12/24/18,1264
12/27/18,1268
12/28/18,1279
12/31/18,1280
2001/2/19,1282.9
2001/3/19,1290.45
2001/4/19,1279.9
2001/7/19,1292.2
2001/8/19,1286.45
2001/9/19,1288.6
2001/10/19,1291.9
2001/11/19,1288.95
1/14/19,1292.75
1/15/19,1294.4
1/16/19,1292.3
1/17/19,1290.7
1/18/19,1284.2
1/21/19,1279.55
1/22/19,1282.1
1/23/19,1279.8
1/24/19,1283.7
1/25/19,1293.9
1/28/19,1302.15
1/29/19,1307.55
1/30/19,1310.7
1/31/19,1323.25
2002/1/19,1318.7
2002/4/19,1312.15
2002/5/19,1314.2
2002/6/19,1312.4
2002/7/19,1310
2002/8/19,1314.85
2002/11/19,1306.4
2002/12/19,1310
2/13/19,1312.8
2/14/19,1311.45
2/15/19,1316.55
2/18/19,1325.5
2/19/19,1334.15
2/20/19,1343.75
2/21/19,1331.25
2/22/19,1329.05
2/25/19,1331.05
2/26/19,1325.05
2/27/19,1322.85
2/28/19,1319.15
2003/1/19,1311.95
2003/4/19,1285.4
2003/5/19,1283.8
2003/6/19,1285.85
2003/7/19,1285.3
2003/8/19,1296.75
2003/11/19,1292.75
2003/12/19,1297.05
3/13/19,1306.95
3/14/19,1295.55
3/15/19,1303.5
3/18/19,1305.6
3/19/19,1307.7
3/20/19,1303.7
3/21/19,1309.6
3/22/19,1311.3
3/25/19,1319.55
3/26/19,1316.3
3/27/19,1309.7
3/28/19,1295.15
3/29/19,1295.4
2004/1/19,1293.5
2004/2/19,1290.3
2004/3/19,1290.45
2004/4/19,1283.15
2004/5/19,1288.45
2004/8/19,1300
2004/9/19,1303
2004/10/19,1305.45
2004/11/19,1298.8
2004/12/19,1294.3
4/15/19,1285.65
4/16/19,1276.35
4/17/19,1275.85
4/18/19,1275.7
4/23/19,1269.5
4/24/19,1271.65
4/25/19,1280.8
4/26/19,1284.2
4/29/19,1279.5
4/30/19,1282.3
2005/1/19,1283.8
2005/2/19,1270.95
2005/3/19,1278.55
2005/7/19,1281.2
2005/8/19,1285.2
2005/9/19,1286.1
2005/10/19,1287.1
5/13/19,1295.6
5/14/19,1298.4
5/15/19,1299.1
5/16/19,1291.7
5/17/19,1280.8
5/20/19,1276.85
5/21/19,1271.15
5/22/19,1273.8
5/23/19,1283.65
5/24/19,1282.5
5/28/19,1278.3
5/29/19,1281.65
5/30/19,1280.95
5/31/19,1295.55
2006/3/19,1317.1
2006/4/19,1324.25
2006/5/19,1335.05
2006/6/19,1335.5
2006/7/19,1340.65
2006/10/19,1328.6
2006/11/19,1324.3
2006/12/19,1332.35
6/13/19,1335.9
6/14/19,1351.25
6/17/19,1341.3
6/18/19,1341.35
6/19/19,1344.05
6/20/19,1379.5
6/21/19,1397.15
6/24/19,1405.7
6/25/19,1431.4
6/26/19,1403.95
6/27/19,1402.5
6/28/19,1409
2007/1/19,1390.1
2007/2/19,1391.05
2007/3/19,1413.5
2007/4/19,1414.9
2007/5/19,1388.65
2007/8/19,1400.1
2007/9/19,1391.55
2007/10/19,1408.3
2007/11/19,1413.75
2007/12/19,1407.6
7/15/19,1412.4
7/16/19,1409.85
7/17/19,1410.35
7/18/19,1417.45
7/19/19,1439.7
7/22/19,1427.75
7/23/19,1425.55
7/24/19,1426.95
7/25/19,1416.1
7/26/19,1420.4
7/29/19,1419.05
7/30/19,1425.9
7/31/19,1427.55
2008/1/19,1406.8
2008/2/19,1441.75
2008/5/19,1465.25
2008/6/19,1465.25
2008/7/19,1506.05
2008/8/19,1495.75
2008/9/19,1497.7
2008/12/19,1504.7
8/13/19,1498.4
8/14/19,1513.25
8/15/19,1515.65
8/16/19,1515.25
8/19/19,1496.6
8/20/19,1504.55
8/21/19,1503.25
8/22/19,1502.05
8/23/19,1503.8
8/27/19,1532.95
8/28/19,1537.15
8/29/19,1540.2
8/30/19,1528.4
2009/2/19,1525.95
2009/3/19,1537.85
2009/4/19,1546.1
2009/5/19,1529.1
2009/6/19,1523.7
2009/9/19,1509.2
2009/10/19,1498.25
2009/11/19,1490.65
2009/12/19,1515.2
9/13/19,1503.1
9/16/19,1497.2
9/17/19,1502.1
9/18/19,1503.5
9/19/19,1500.7
9/20/19,1501.9
9/23/19,1522.1
9/24/19,1520.65
9/25/19,1528.75
9/26/19,1506.4
9/27/19,1489.9
9/30/19,1485.3
2010/1/19,1473.45
2010/2/19,1492.6
2010/3/19,1517.1
2010/4/19,1499.15
2010/7/19,1501.25
2010/8/19,1505.85
2010/9/19,1507.25
2010/10/19,1494.8
2010/11/19,1479.15
10/14/19,1490.6
10/15/19,1487.8
10/16/19,1485.1
10/17/19,1492.65
10/18/19,1490
10/21/19,1491.65
10/22/19,1485.35
10/23/19,1494.45
10/24/19,1496.55
10/25/19,1513.45
10/28/19,1492.4
10/29/19,1486.75
10/30/19,1492.1
10/31/19,1510.95
2011/1/19,1508.8
2011/4/19,1509.45
2011/5/19,1488.95
2011/6/19,1486.05
2011/7/19,1484.25
2011/8/19,1464.15
2011/11/19,1458.7
2011/12/19,1452.05
11/13/19,1462.9
11/14/19,1466.65
11/15/19,1466.9
11/18/19,1467.65
11/19/19,1468.45
11/20/19,1471.7
11/21/19,1467.05
11/22/19,1464.45
11/25/19,1458.4
11/26/19,1454.65
11/27/19,1454.35
11/28/19,1454.65
11/29/19,1460.15
2012/2/19,1461.15
2012/3/19,1477.3
2012/4/19,1475.1
2012/5/19,1475.95
2012/6/19,1459.65
2012/9/19,1461.7
2012/10/19,1464.95
2012/11/19,1466.8
2012/12/19,1467.8
12/13/19,1466.6
12/16/19,1477.9
12/17/19,1475.8
12/18/19,1474.05
12/19/19,1476.7
12/20/19,1479
12/23/19,1482.1
12/24/19,1500
12/27/19,1511.5
12/30/19,1514.75
12/31/19,1520
2001/2/20,1527.1
2001/3/20,1548.75
2001/6/20,1573.1
2001/7/20,1567.85
2001/8/20,1571.95
2001/9/20,1550.75
2001/10/20,1553.6
1/13/20,1549.9
1/14/20,1545.1
1/15/20,1549
1/16/20,1554.55
1/17/20,1557.6
1/20/20,1560.15
1/21/20,1551.3
1/22/20,1556.9
1/23/20,1562.9
1/24/20,1564.3
1/27/20,1580.1
1/28/20,1574
1/29/20,1573.45
1/30/20,1578.25
1/31/20,1584.2
2002/3/20,1574.75
2002/4/20,1558.35
2002/5/20,1553.3
2002/6/20,1563.3
2002/7/20,1572.65
2002/10/20,1573.2
2002/11/20,1570.5
2002/12/20,1563.7
2/13/20,1575.05
2/14/20,1581.4
2/17/20,1580.8
2/18/20,1589.85
2/19/20,1604.2
2/20/20,1619
2/21/20,1643.3
2/24/20,1671.65
2/25/20,1650.3
2/26/20,1634.9
2/27/20,1652
2/28/20,1609.85
2003/2/20,1599.65
2003/3/20,1615.5
2003/4/20,1641.85
2003/5/20,1659.6
2003/6/20,1683.65
2003/9/20,1672.5
2003/10/20,1655.7
2003/11/20,1653.75
2003/12/20,1570.7
3/13/20,1562.8
3/16/20,1487.7
3/17/20,1536.2
3/18/20,1498.2
3/19/20,1474.25
3/20/20,1494.4
3/23/20,1525.4
3/24/20,1605.75
3/25/20,1605.45
3/26/20,1634.8
3/27/20,1617.3
3/30/20,1618.3
3/31/20,1608.95
2004/1/20,1576.55
2004/2/20,1616.8
2004/3/20,1613.1
2004/6/20,1648.3
2004/7/20,1649.25
2004/8/20,1647.8
2004/9/20,1680.65
4/14/20,1741.9
4/15/20,1718.65
4/16/20,1729.5
4/17/20,1692.55
4/20/20,1686.2
4/21/20,1682.05
4/22/20,1710.55
4/23/20,1736.25
4/24/20,1715.9
4/27/20,1714.95
4/28/20,1691.55
4/29/20,1703.35
4/30/20,1702.75
2005/1/20,1686.25
2005/4/20,1709.1
2005/5/20,1699.55
2005/6/20,1691.5
2005/7/20,1704.05
2005/11/20,1702.75
2005/12/20,1702.4
5/13/20,1708.4
5/14/20,1731.6
5/15/20,1735.35
5/18/20,1734.7
5/19/20,1737.95
5/20/20,1748.3
5/21/20,1724.9
5/22/20,1733.55
5/26/20,1720.25
5/27/20,1694.6
5/28/20,1717.35
5/29/20,1728.7
2006/1/20,1730.6
2006/2/20,1742.15
2006/3/20,1705.35
2006/4/20,1700.05
2006/5/20,1683.45
2006/8/20,1690.35
2006/9/20,1713.5
2006/10/20,1722.05
2006/11/20,1738.25
2006/12/20,1733.5
6/15/20,1710.45
6/16/20,1719.85
6/17/20,1724.35
6/18/20,1719.5
6/19/20,1734.75
6/22/20,1761.85
6/23/20,1768.9
6/24/20,1766.05
6/25/20,1756.55
6/26/20,1747.6
6/29/20,1771.6
6/30/20,1768.1
2007/1/20,1771.05
2007/2/20,1777.45
2007/3/20,1772.9
2007/6/20,1787.9
2007/7/20,1789.55
2007/8/20,1811.1
2007/9/20,1812.1
2007/10/20,1803.1
7/13/20,1807.5
7/14/20,1801.9
7/15/20,1804.6
7/16/20,1807.7
7/17/20,1807.35
7/20/20,1815.65
7/21/20,1842.55
7/22/20,1852.4
7/23/20,1878.3
7/24/20,1902.1
7/27/20,1936.65
7/28/20,1940.9
7/29/20,1950.9
7/30/20,1957.65
7/31/20,1964.9
2008/3/20,1958.55
2008/4/20,1977.9
2008/5/20,2048.15
2008/6/20,2067.15
2008/7/20,2031.15
2008/10/20,2044.5
2008/11/20,1939.65
2008/12/20,1931.9
8/13/20,1944.25
8/14/20,1944.75
8/17/20,1972.85
8/18/20,2008.75
8/19/20,1981
8/20/20,1927.15
8/21/20,1924.35
8/24/20,1943.95
8/25/20,1911.15
8/26/20,1932.95
8/27/20,1923.85
8/28/20,1957.35
2009/1/20,1972.35
2009/2/20,1947.05
2009/3/20,1940.45
2009/4/20,1926.3
2009/7/20,1928.45
2009/8/20,1910.95
2009/9/20,1947.2
2009/10/20,1966.25
2009/11/20,1947.4
9/14/20,1958.7
9/15/20,1949.35
9/16/20,1961.8
9/17/20,1936.25
9/18/20,1950.85
9/21/20,1909.35
9/22/20,1906
9/23/20,1873.4
9/24/20,1861.75
9/25/20,1859.7
9/28/20,1864.3
9/29/20,1883.95
9/30/20,1886.9
2010/1/20,1902
2010/2/20,1903.05
2010/5/20,1909.6
2010/6/20,1913.4
2010/7/20,1884.5
2010/8/20,1887.45
2010/9/20,1923.25
2010/12/20,1925.5
10/13/20,1891.3
10/14/20,1910.05
10/15/20,1891.9
10/16/20,1905.05
10/19/20,1905.6
10/20/20,1898.4
10/21/20,1924.15
10/22/20,1900.95
10/23/20,1903.65
10/26/20,1898.45
10/27/20,1905.7
10/28/20,1869.95
10/29/20,1870.3
10/30/20,1881.85
2011/2/20,1889.9
2011/3/20,1908.3
2011/4/20,1900.15
2011/5/20,1938.45
2011/6/20,1940.8
2011/9/20,1867.3
2011/10/20,1878.7
2011/11/20,1860.95
2011/12/20,1874.85
11/13/20,1890.9
11/16/20,1885.6
11/17/20,1889.05
11/18/20,1876.1
11/19/20,1857.35
11/20/20,1875.7
11/23/20,1840.2
11/24/20,1799.6
11/25/20,1810.2
11/26/20,1807.4
11/27/20,1779.3
11/30/20,1762.55
2012/1/20,1810.75
2012/2/20,1822.6
2012/3/20,1832.35
2012/4/20,1843
2012/7/20,1859.95
2012/8/20,1868.15
2012/9/20,1841.75
2012/10/20,1844.35
2012/11/20,1842
12/14/20,1831.15
12/15/20,1850.65
12/16/20,1851.95
12/17/20,1890.75
12/18/20,1879.75
12/21/20,1880
12/22/20,1877.1
12/23/20,1875
12/24/20,1875
12/29/20,1874.3
12/30/20,1887.6
12/31/20,1910
2001/4/21,1943.2
2001/5/21,1940.35
2001/6/21,1931.95
2001/7/21,1920.1
2001/8/21,1862.9
2001/11/21,1847.25
2001/12/21,1841.25
1/13/21,1858.85
1/14/21,1841.75
1/15/21,1839
1/18/21,1833.05
1/19/21,1834.7
1/20/21,1856.6
1/21/21,1862.1
1/22/21,1852.7
1/25/21,1856.85
1/26/21,1856.6
1/27/21,1843
1/28/21,1853.7
1/29/21,1863.8
2002/1/21,1862.95
2002/2/21,1833.1
2002/3/21,1835.45
2002/4/21,1785.9
2002/5/21,1802.95
2002/8/21,1835.25
2002/9/21,1839.6
2002/10/21,1842.65
2002/11/21,1840.1
2002/12/21,1816.35
2/15/21,1817.3
2/16/21,1794.25
2/17/21,1780.7
2/18/21,1773.15
2/19/21,1786.2
2/22/21,1807.45
2/23/21,1799.65
2/24/21,1788
2/25/21,1779.65
2/26/21,1742.85
2003/1/21,1734.15
2003/2/21,1723.85
2003/3/21,1711.4
2003/4/21,1712.1
2003/5/21,1696.25
2003/8/21,1687.05
2003/9/21,1716.9
2003/10/21,1716.2
2003/11/21,1724.25
2003/12/21,1704.8
3/15/21,1723.65
3/16/21,1735
3/17/21,1729.65
3/18/21,1725.9
3/19/21,1735.2
3/22/21,1736.15
3/23/21,1726.2
3/24/21,1730.5
3/25/21,1737.3
3/26/21,1731.8
3/29/21,1705.95
3/30/21,1683.95
3/31/21,1691.05
2004/1/21,1726.05
2004/6/21,1744.65
2004/7/21,1738.05
2004/8/21,1755.5
2004/9/21,1741.2
2004/12/21,1732.85
4/13/21,1747.95
4/14/21,1735.55
4/15/21,1757.2
4/16/21,1774.45
4/19/21,1774.5
4/20/21,1777.85
4/21/21,1798.2
4/22/21,1787.75
4/23/21,1781.8
4/26/21,1773.35
4/27/21,1784.15
4/28/21,1772.2
4/29/21,1762.65
4/30/21,1767.65
2005/4/21,1797.75
2005/5/21,1782.25
2005/6/21,1813.15
2005/7/21,1836.55
2005/10/21,1840.45
2005/11/21,1829.1
2005/12/21,1830.7
5/13/21,1821.8
5/14/21,1838.1
5/17/21,1853.7
5/18/21,1866.75
5/19/21,1888.45
5/20/21,1878.3
5/21/21,1875.9
5/24/21,1880.15
5/25/21,1887
5/26/21,1899.75
5/27/21,1891.45
5/28/21,1899.95
2006/1/21,1899.35
2006/2/21,1902.75
2006/3/21,1866.55
2006/4/21,1890.6
2006/7/21,1888.4
2006/8/21,1893.15
2006/9/21,1894.6
2006/10/21,1888.65
2006/11/21,1881.05
6/14/21,1865.6
6/15/21,1865.1
6/16/21,1860.75
6/17/21,1778.7
6/18/21,1773.1
6/21/21,1775.05
6/22/21,1775.05
6/23/21,1791.6
6/24/21,1784.85
6/25/21,1786.65
6/28/21,1780.3
6/29/21,1755.45
6/30/21,1763.15
2007/1/21,1781.5
2007/2/21,1786.15
2007/5/21,1791.35
2007/6/21,1809.85
2007/7/21,1804.65
2007/8/21,1807.7
2007/9/21,1806
2007/12/21,1792.4
7/13/21,1813.85
7/14/21,1823.2
7/15/21,1823.75
7/16/21,1824.3
7/19/21,1814.9
7/20/21,1823.05
7/21/21,1802.15
7/22/21,1799.45
7/23/21,1799.6
7/26/21,1800.2
7/27/21,1800.35
7/28/21,1796.6
7/29/21,1829.3
7/30/21,1825.75
2008/2/21,1811.45
2008/3/21,1812.65
2008/4/21,1829.1
2008/5/21,1800.75
